,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4118,female,0,no,no,40,yes,no,fiber optic,no,yes,no,no,no,no,month,no,credit card,74.8,2971.7,no
4119,male,0,no,no,35,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,19.15,638.0,no
4120,male,0,yes,yes,26,yes,no,fiber optic,no,no,no,no,no,yes,one year,no,bank transfer,78.95,2034.25,no
4121,male,1,yes,no,27,yes,yes,fiber optic,no,yes,yes,no,no,yes,month,yes,electronic,95.55,2510.2,yes
4122,male,0,no,yes,53,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,credit card,62.85,3419.5,no
4123,male,1,yes,no,34,yes,no,fiber optic,no,no,no,no,no,no,month,no,credit card,71.55,2427.35,no
4124,female,1,yes,no,19,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,94.95,1760.25,no
4125,male,0,yes,no,43,yes,no,fiber optic,yes,yes,yes,no,no,no,month,yes,credit card,86.1,3551.65,no
4126,male,0,yes,yes,6,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.55,122.9,no
4127,male,0,no,yes,56,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed,24.8,1424.2,no
4128,male,0,no,no,57,no,no,dsl,no,yes,no,no,yes,no,month,yes,electronic,39.3,2111.45,yes
4129,male,0,yes,yes,34,yes,no,fiber optic,no,no,yes,no,yes,no,month,yes,mailed,84.05,2909.95,no
4130,female,0,no,no,10,no,no,dsl,no,yes,no,yes,no,no,month,no,electronic,36.25,374.0,no
4131,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.25,20.25,yes
4132,female,0,no,no,13,no,no,dsl,no,no,no,no,no,no,month,yes,electronic,23.9,300.8,yes
4133,male,0,no,no,56,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,no,electronic,98.6,5581.05,no
4134,female,0,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,credit card,103.65,5676.65,no
4135,female,0,yes,yes,36,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,92.9,3379.25,no
4136,male,0,yes,no,47,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.9,942.95,no
4137,female,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,month,yes,credit card,20.1,232.4,no
4138,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month,yes,electronic,85.45,85.45,yes
4139,male,1,no,no,24,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,electronic,80.5,2088.45,no
4140,female,0,no,no,63,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,bank transfer,99.9,6137.0,yes
4141,female,1,no,no,35,no,no,dsl,no,no,yes,no,yes,no,month,yes,electronic,39.85,1434.6,no
4142,female,0,no,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,credit card,60.5,3870.0,no
4143,male,0,no,no,25,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,84.8,2043.45,yes
4144,male,0,no,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month,no,mailed,103.85,2215.0,no
4145,female,0,no,no,13,yes,no,dsl,yes,yes,no,yes,no,yes,month,no,bank transfer,67.8,842.25,no
4146,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.2,2576.2,yes
4147,male,1,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,24.85,1901.0,no
4148,female,0,no,no,29,yes,no,no,no,no,no,no,no,no,month,no,credit card,19.35,601.6,no
4149,male,0,yes,no,71,no,no,dsl,no,yes,no,no,yes,yes,two year,no,electronic,49.35,3515.25,yes
4150,male,1,yes,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,89.0,605.45,no
4151,female,1,no,no,57,no,no,dsl,no,yes,yes,no,yes,yes,month,yes,electronic,55.0,3094.05,no
4152,male,0,yes,no,65,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,bank transfer,76.15,4929.55,no
4153,male,0,no,no,27,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.3,595.05,no
4154,male,0,no,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,74.9,469.8,yes
4155,female,1,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,117.35,8436.25,no
4156,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.75,19.75,no
4157,male,0,no,no,11,yes,no,dsl,no,no,no,no,no,no,month,no,credit card,45.2,492.0,no
4158,male,0,yes,yes,39,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,25.2,987.95,no
4159,female,1,no,no,59,yes,yes,fiber optic,yes,yes,yes,no,no,no,month,yes,electronic,89.75,5496.9,no
4160,male,0,no,no,26,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer,75.0,1908.35,no
4161,male,1,no,no,2,yes,no,dsl,no,no,yes,no,no,no,month,no,mailed,49.95,107.1,no
4162,female,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,65.7,4575.35,no
4163,male,0,yes,no,65,yes,yes,dsl,yes,yes,yes,no,no,no,one year,no,credit card,67.05,4309.55,no
4164,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,credit card,110.9,7922.75,no
4165,male,0,no,no,6,yes,yes,fiber optic,no,no,no,yes,no,yes,month,yes,bank transfer,87.95,522.35,no
4166,male,1,no,no,32,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.8,587.7,no
4167,female,0,yes,no,50,yes,yes,dsl,no,no,yes,no,yes,yes,one year,no,bank transfer,75.7,3876.2,no
4168,male,0,yes,no,61,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,mailed,62.15,3778.85,no
4169,female,0,no,no,15,yes,no,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,101.25,1457.25,yes
4170,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,115.15,8349.45,no
4171,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,month,yes,mailed,18.95,185.6,yes
4172,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.5,19.5,no
4173,female,0,no,no,12,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,86.55,1066.9,no
4174,female,0,no,no,37,no,no,dsl,no,no,no,yes,no,no,month,no,credit card,28.6,973.55,yes
4175,male,0,yes,yes,61,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.4,1226.45,no
4176,male,0,yes,yes,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.8,342.3,no
4177,male,0,no,yes,21,yes,no,dsl,no,no,no,no,no,no,month,no,mailed,45.65,985.05,no
4178,male,0,yes,yes,68,no,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed,56.4,3948.45,no
4179,male,1,no,no,12,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,credit card,73.3,828.05,no
4180,female,1,no,no,2,no,no,dsl,no,no,no,no,no,no,month,no,electronic,24.35,41.85,yes
4181,female,0,yes,no,62,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,101.35,6164.7,no
4182,female,1,no,no,29,yes,yes,fiber optic,no,no,no,yes,yes,yes,month,no,electronic,98.65,2862.75,yes
4183,male,0,no,yes,1,no,no,dsl,no,yes,no,yes,no,no,month,no,mailed,33.6,33.6,no
4184,male,1,yes,no,5,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,bank transfer,79.9,343.95,yes
4185,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,electronic,20.7,20.7,no
4186,male,0,no,yes,62,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic,104.05,6590.5,no
4187,female,0,yes,yes,36,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,20.25,717.95,no
4188,female,1,no,no,28,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,yes,electronic,103.3,2890.65,yes
4189,female,0,yes,yes,69,yes,yes,dsl,yes,yes,no,yes,yes,no,one year,no,credit card,73.7,4885.85,no
4190,female,0,yes,no,11,yes,yes,fiber optic,yes,no,no,yes,yes,no,month,yes,credit card,96.2,1222.05,yes
4191,female,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month,yes,electronic,108.75,6871.7,no
4192,male,0,no,no,23,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.15,405.6,no
4193,male,0,no,no,10,yes,no,no,no,no,no,no,no,no,month,no,credit card,19.75,208.25,no
4194,female,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,25.95,1801.9,no
4195,female,1,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,month,yes,electronic,70.05,3062.45,no
4196,female,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,24.05,1764.75,no
4197,female,0,no,yes,22,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,84.75,1816.75,no
4198,female,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,23.05,1255.1,no
4199,male,0,yes,no,55,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic,104.15,5743.05,yes
4200,female,0,no,no,65,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card,59.95,3921.1,no
4201,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,19.55,1463.45,no
4202,male,0,yes,no,10,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,19.6,189.45,no
4203,female,0,no,yes,7,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.05,96.8,no
4204,male,1,no,no,5,yes,no,fiber optic,no,yes,no,no,no,yes,month,yes,electronic,85.55,408.5,no
4205,female,0,yes,yes,24,yes,yes,dsl,yes,no,yes,no,yes,yes,two year,no,credit card,78.6,1846.65,no
4206,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,116.8,8456.75,no
4207,male,0,no,no,21,no,no,dsl,yes,no,no,yes,yes,no,month,yes,mailed,43.55,1011.5,no
4208,male,0,yes,no,69,no,no,dsl,no,yes,yes,yes,yes,yes,one year,yes,credit card,60.8,4263.4,no
4209,male,0,yes,yes,44,yes,no,dsl,no,yes,no,yes,no,no,month,yes,bank transfer,54.9,2549.1,no
4210,female,1,yes,yes,61,yes,yes,dsl,no,no,yes,no,yes,no,one year,yes,electronic,65.2,3965.05,no
4211,male,1,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,credit card,102.95,2496.7,yes
4212,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month,no,electronic,90.6,90.6,yes
4213,female,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month,yes,bank transfer,50.8,288.05,yes
4214,male,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month,yes,electronic,90.05,368.1,yes
4215,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic,108.2,7840.6,no
4216,male,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer,92.0,6632.75,no
4217,male,1,yes,no,14,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.1,1013.35,no
4218,male,0,no,no,7,yes,yes,no,no,no,no,no,no,no,month,yes,bank transfer,25.05,152.95,no
4219,female,0,no,no,48,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,electronic,75.15,3772.65,no
4220,male,0,yes,yes,55,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.5,1026.35,no
4221,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,credit card,19.3,19.3,no
4222,male,0,no,no,45,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card,112.2,5031.85,no
4223,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,70.3,220.4,no
4224,female,0,yes,no,71,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.6,1416.5,no
4225,male,0,yes,no,8,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.25,158.35,no
4226,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.85,256.6,yes
4227,male,0,yes,yes,69,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,bank transfer,80.65,5542.55,no
4228,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,68.5,68.5,yes
4229,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,115.75,8443.7,no
4230,male,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,electronic,73.5,791.75,yes
4231,male,0,no,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer,80.6,5708.2,no
4232,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.95,69.95,yes
4233,female,0,yes,no,33,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,59.55,2016.3,no
4234,female,0,no,no,16,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.05,326.65,no
4235,female,1,yes,no,56,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,no,electronic,95.65,5471.75,no
4236,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,credit card,19.95,19.95,no
4237,male,0,no,no,5,yes,no,dsl,no,no,yes,no,yes,yes,month,yes,electronic,70.05,346.4,yes
4238,male,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.4,1061.6,no
4239,male,0,yes,yes,56,no,no,dsl,no,yes,yes,no,no,no,one year,yes,credit card,36.1,1971.5,no
4240,male,0,no,no,8,yes,yes,fiber optic,no,yes,yes,no,yes,no,month,yes,electronic,94.0,773.65,yes
4241,female,0,yes,yes,22,yes,no,dsl,yes,yes,yes,no,no,no,month,no,mailed,61.15,1422.05,yes
4242,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.75,19.75,no
4243,female,0,no,yes,40,yes,no,dsl,yes,no,no,yes,yes,no,month,yes,credit card,64.1,2460.35,no
4244,male,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.75,856.5,no
4245,male,0,yes,yes,63,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.7,1275.85,no
4246,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic,110.2,7467.5,no
4247,male,0,yes,yes,69,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card,106.35,7261.75,no
4248,female,0,yes,no,56,yes,yes,fiber optic,no,yes,yes,yes,no,no,month,no,electronic,90.55,5116.6,no
4249,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,yes,one year,yes,mailed,65.9,660.05,no
4250,male,0,no,no,63,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,no,credit card,104.5,6590.8,no
4251,female,0,yes,yes,24,no,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed,52.5,1208.15,no
4252,female,0,no,no,19,yes,yes,dsl,no,no,yes,no,no,no,month,yes,mailed,56.1,1033.9,no
4253,male,0,yes,yes,22,yes,yes,fiber optic,no,no,yes,no,yes,no,month,yes,electronic,88.75,1885.15,no
4254,male,0,yes,no,29,yes,yes,fiber optic,yes,yes,no,no,no,no,month,yes,electronic,84.45,2467.1,yes
4255,male,0,yes,no,13,yes,yes,dsl,no,no,yes,no,yes,yes,one year,yes,mailed,75.3,989.45,yes
4256,female,0,yes,no,70,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,26.0,2006.95,no
4257,female,0,yes,no,49,yes,no,fiber optic,no,yes,yes,no,yes,yes,month,no,electronic,99.4,5025.0,no
4258,female,1,yes,no,43,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed,109.55,4830.25,yes
4259,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.6,59.75,yes
4260,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic,73.15,3088.25,no
4261,male,0,no,no,57,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,mailed,54.65,3134.7,no
4262,male,1,no,no,2,yes,no,dsl,yes,no,yes,no,yes,no,month,no,bank transfer,66.4,94.55,yes
4263,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,115.55,8312.4,no
4264,female,1,no,no,46,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,104.45,4863.85,no
4265,male,1,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month,yes,credit card,100.05,6871.9,yes
4266,male,0,no,no,62,yes,yes,fiber optic,yes,yes,no,yes,no,yes,one year,no,electronic,102.0,6529.25,yes
4267,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,91.15,6637.9,no
4268,male,0,yes,yes,35,yes,no,fiber optic,no,yes,no,yes,yes,no,one year,yes,electronic,89.7,3165.6,no
4269,male,0,yes,no,17,yes,yes,fiber optic,yes,yes,yes,no,no,no,month,no,credit card,90.2,1454.15,yes
4270,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic,92.4,6786.1,no
4271,female,0,yes,yes,28,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.9,543.0,no
4272,male,0,yes,no,56,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,25.15,1327.15,yes
4273,female,0,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,no,month,yes,credit card,79.85,2404.15,yes
4274,male,0,no,no,45,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,18.85,867.3,no
4275,female,0,no,no,1,yes,yes,no,no,no,no,no,no,no,month,yes,mailed,25.75,25.75,no
4276,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month,yes,mailed,49.6,114.7,yes
4277,female,0,no,no,6,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.95,109.5,no
4278,female,0,yes,no,48,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic,97.05,4692.95,no
4279,male,0,yes,yes,25,yes,yes,no,no,no,no,no,no,no,month,yes,bank transfer,25.4,546.85,no
4280,male,0,yes,yes,64,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer,19.7,1274.05,no
4281,male,0,no,no,50,no,no,dsl,yes,yes,no,no,no,no,month,yes,mailed,35.0,1782.4,no
4282,female,0,yes,yes,52,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,bank transfer,101.25,5301.1,no
4283,male,1,yes,no,4,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.2,280.35,no
4284,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month,no,electronic,90.95,2897.95,no
4285,male,0,yes,yes,45,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card,73.85,3371.0,no
4286,male,0,yes,no,9,yes,yes,fiber optic,yes,no,no,no,no,yes,month,yes,electronic,88.05,801.3,no
4287,female,1,yes,no,66,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card,105.95,6975.25,yes
4288,male,0,no,yes,3,yes,yes,fiber optic,no,no,yes,no,no,yes,month,no,electronic,91.85,257.05,yes
4289,female,0,no,no,54,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.1,1079.45,no
4290,female,0,yes,yes,1,no,no,dsl,no,no,no,yes,yes,no,month,no,electronic,40.1,40.1,yes
4291,female,0,yes,yes,64,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,no,bank transfer,110.3,6997.3,no
4292,female,1,no,no,31,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,73.9,2217.15,yes
4293,female,0,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,mailed,89.8,1129.1,yes
4294,female,0,no,no,12,yes,no,fiber optic,yes,no,no,no,yes,no,one year,yes,credit card,85.15,979.05,no
4295,male,1,yes,no,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer,60.95,4119.4,no
4296,female,0,yes,yes,35,yes,yes,dsl,yes,no,yes,yes,yes,no,month,no,electronic,72.25,2568.55,yes
4297,female,0,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,two year,no,mailed,73.55,3349.1,no
4298,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month,no,mailed,46.0,492.1,no
4299,female,1,no,no,29,yes,yes,dsl,yes,yes,no,no,no,no,month,yes,bank transfer,58.55,1718.95,no
4300,female,0,no,no,24,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer,24.6,605.25,no
4301,male,0,yes,yes,66,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,19.75,1344.5,no
4302,male,0,no,no,51,yes,no,fiber optic,yes,no,no,no,yes,no,one year,no,mailed,86.35,4267.15,no
4303,female,0,yes,no,45,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,25.5,1121.05,no
4304,female,0,yes,no,49,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.0,918.7,no
4305,female,0,yes,no,29,yes,no,no,no,no,no,no,no,no,two year,yes,mailed,19.55,521.8,no
4306,male,0,yes,yes,40,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month,yes,credit card,110.1,4469.1,no
4307,female,1,no,no,37,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,96.55,3580.3,yes
4308,male,0,no,no,25,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,69.75,1729.35,no
4309,female,0,no,no,22,no,no,dsl,no,no,yes,no,yes,yes,month,yes,electronic,50.6,1073.3,no
4310,male,0,no,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,65.6,4566.5,no
4311,female,0,no,no,7,no,no,dsl,no,yes,no,no,no,yes,month,yes,credit card,40.1,293.3,yes
4312,male,0,yes,yes,33,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card,82.1,2603.1,no
4313,female,0,no,no,23,yes,no,fiber optic,no,yes,no,yes,no,no,month,yes,mailed,79.1,1783.75,no
4314,male,1,no,no,24,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,101.25,2440.15,yes
4315,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month,no,electronic,79.55,79.55,yes
4316,male,0,no,no,69,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed,90.65,6322.1,no
4317,female,0,no,yes,3,yes,no,no,no,no,no,no,no,no,one year,yes,credit card,20.55,57.4,no
4318,male,0,no,no,56,yes,no,dsl,no,yes,no,yes,yes,yes,one year,yes,bank transfer,75.75,4284.65,no
4319,male,0,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,credit card,110.0,7138.65,no
4320,male,0,yes,no,71,yes,no,no,no,no,no,no,no,no,one year,no,electronic,20.85,1539.75,no
4321,female,1,no,no,14,yes,yes,fiber optic,no,no,yes,no,no,no,month,yes,bank transfer,80.35,1058.1,no
4322,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.15,123.8,no
4323,female,0,no,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,one year,no,electronic,84.05,2781.85,yes
4324,male,0,no,no,40,yes,no,dsl,yes,no,yes,no,no,yes,month,no,electronic,67.45,2731.0,no
4325,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,credit card,20.75,20.75,no
4326,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,89.1,89.1,yes
4327,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.9,497.3,no
4328,female,0,yes,no,15,yes,yes,dsl,no,no,no,no,no,no,month,yes,electronic,51.1,711.15,no
4329,female,0,yes,yes,17,yes,yes,fiber optic,yes,no,yes,no,yes,no,month,no,electronic,94.4,1607.2,yes
4330,male,0,no,no,19,yes,no,fiber optic,no,yes,yes,no,no,no,month,yes,electronic,78.25,1490.95,yes
4331,male,0,no,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer,25.55,1898.1,no
4332,female,0,yes,yes,54,yes,yes,dsl,yes,no,no,yes,no,no,two year,no,bank transfer,60.0,3273.95,no
4333,male,0,yes,no,31,yes,yes,fiber optic,yes,yes,no,yes,no,no,month,yes,credit card,90.55,2929.75,no
4334,female,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month,no,electronic,76.4,838.7,no
4335,female,1,no,no,18,yes,no,fiber optic,no,no,yes,no,no,yes,month,yes,electronic,84.95,1443.65,no
4336,female,1,no,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,bank transfer,110.1,7746.7,no
4337,female,1,no,no,71,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,credit card,99.65,6951.15,no
4338,male,1,no,no,5,no,no,dsl,no,no,yes,yes,yes,no,month,no,credit card,45.4,214.75,no
4339,male,0,yes,no,38,yes,yes,dsl,no,no,yes,yes,no,yes,one year,no,credit card,69.0,2669.45,no
4340,male,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month,yes,bank transfer,48.65,235.2,no
4341,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month,yes,electronic,44.15,92.65,yes
4342,female,1,no,no,52,yes,yes,dsl,yes,no,yes,no,no,no,two year,no,bank transfer,59.85,3103.25,no
4343,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,75.75,606.25,yes
4344,female,0,no,no,68,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,electronic,80.65,5330.2,no
4345,male,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,one year,yes,credit card,20.55,1403.1,no
4346,female,0,yes,no,42,yes,yes,dsl,yes,yes,no,yes,no,no,month,yes,credit card,66.4,2727.8,no
4347,female,0,no,no,50,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed,100.2,5038.45,no
4348,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,19.1,19.1,yes
4349,male,1,yes,no,1,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,electronic,80.3,80.3,yes
4350,male,0,yes,no,33,yes,no,dsl,no,no,no,no,no,no,month,yes,credit card,44.55,1462.6,no
4351,female,0,no,no,7,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.35,150.6,no
4352,male,0,yes,yes,64,yes,yes,fiber optic,yes,yes,yes,no,no,no,month,yes,electronic,91.8,5960.5,no
4353,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month,yes,electronic,74.9,74.9,yes
4354,male,0,no,no,59,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer,20.2,1192.3,no
4355,female,0,yes,no,6,yes,yes,dsl,no,no,no,no,no,no,month,no,electronic,50.35,314.55,no
4356,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month,no,mailed,18.8,56.0,no
4357,female,0,yes,no,15,yes,no,no,no,no,no,no,no,no,month,no,credit card,20.45,330.8,no
